Bench_Name,Score
Intel Core m5-6Y54 @ 1.10GHz,2279
Intel Core m5-6Y57 @ 1.10GHz,2347
Intel Core m5-7Y54 @ 1.20GHz,1475
Intel Core m7-6Y75 @ 1.20GHz,2346
Intel Core Solo T1300 @ 1.66GHz,210
Intel Core Solo T1350 @ 1.86GHz,194
Intel Core Solo T1400 @ 1.83GHz,253
Intel Core Solo U1300 @ 1.06GHz,127
Intel Core Solo U1400 @ 1.20GHz,130
Intel Core Solo U1500 @ 1.33GHz,164
Intel Core Ultra 3 105UL,10285
Intel Core Ultra 3 205,26244
Intel Core Ultra 3 205T,23436
Intel Core Ultra 5 115U,11714
Intel Core Ultra 5 125H,20508
Intel Core Ultra 5 125U,16917
Intel Core Ultra 5 134U,13198
Intel Core Ultra 5 135H,22011
Intel Core Ultra 5 135U,16774
Intel Core Ultra 5 225,30398
Intel Core Ultra 5 225F,31117
Intel Core Ultra 5 225H,28611
Intel Core Ultra 5 225T,26183
Intel Core Ultra 5 225U,17933
Intel Core Ultra 5 226V,18070
Intel Core Ultra 5 228V,17953
Intel Core Ultra 5 230F,33137
Intel Core Ultra 5 235,39993
Intel Core Ultra 5 235H,29433
Intel Core Ultra 5 235HX,40834
Intel Core Ultra 5 235T,32559
Intel Core Ultra 5 235U,17255
Intel Core Ultra 5 236V,18342
Intel Core Ultra 5 238V,18310
Intel Core Ultra 5 245,39940
Intel Core Ultra 5 245HX,40333
Intel Core Ultra 5 245K,43235
Intel Core Ultra 5 245KF,43231
Intel Core Ultra 5 245T,31231
Intel Core Ultra 5 250K Plus,52057
Intel Core Ultra 5 250KF Plus,53977
Intel Core Ultra 5 325,21576
Intel Core Ultra 5 332,15337
Intel Core Ultra 5 335,20798
Intel Core Ultra 5 336H,25660
Intel Core Ultra 5 338H,29626
Intel Core Ultra 7 155H,24604
Intel Core Ultra 7 155U,16155
Intel Core Ultra 7 164U,12565
Intel Core Ultra 7 165H,25862
Intel Core Ultra 7 165U,16780
Intel Core Ultra 7 255H,30657
Intel Core Ultra 7 255HX,49000
Intel Core Ultra 7 255U,17912
Intel Core Ultra 7 256V,19548
Intel Core Ultra 7 258V,18924
Intel Core Ultra 7 265,49808
Intel Core Ultra 7 265F,49496
Intel Core Ultra 7 265H,34309
Intel Core Ultra 7 265HX,48949
Intel Core Ultra 7 265K,58703
Intel Core Ultra 7 265KF,58545
Intel Core Ultra 7 265T,38418
Intel Core Ultra 7 265U,17854
Intel Core Ultra 7 266V,19311
Intel Core Ultra 7 268V,19532
Intel Core Ultra 7 270K Plus,66993
Intel Core Ultra 7 355,20128
Intel Core Ultra 7 356H,32438
Intel Core Ultra 7 365,21736
Intel Core Ultra 7 366H,33282
Intel Core Ultra 9 185H,29193
Intel Core Ultra 9 275HX,55998
Intel Core Ultra 9 285,57419
Intel Core Ultra 9 285H,34451
Intel Core Ultra 9 285HX,57452
Intel Core Ultra 9 285K,67339
Intel Core Ultra 9 285T,39536
Intel Core Ultra 9 288V,20036
Intel Core Ultra 9 290HX Plus,66082
Intel Core Ultra 9 290K Plus,60860
Intel Core Ultra 9 386H,35047
Intel Core Ultra X7 358H,34562
Intel Core Ultra X7 368H,33841
Intel Core Ultra X9 388H,39049
Intel Core2 6320 @ 1.86GHz,849
Intel Core2 Duo E4300 @ 1.80GHz,588
Intel Core2 Duo E4400 @ 2.00GHz,738
Intel Core2 Duo E4500 @ 2.20GHz,748
Intel Core2 Duo E4600 @ 2.40GHz,877
Intel Core2 Duo E4700 @ 2.60GHz,1015
Intel Core2 Duo E6300 @ 1.86GHz,650
Intel Core2 Duo E6320 @ 1.86GHz,716
Intel Core2 Duo E6400 @ 2.13GHz,777
Intel Core2 Duo E6420 @ 2.13GHz,784
Intel Core2 Duo E6540 @ 2.33GHz,808
Intel Core2 Duo E6550 @ 2.33GHz,904
Intel Core2 Duo E6600 @ 2.40GHz,939
Intel Core2 Duo E6700 @ 2.66GHz,975
Intel Core2 Duo E6750 @ 2.66GHz,1027
Intel Core2 Duo E6850 @ 3.00GHz,1158
Intel Core2 Duo E7200 @ 2.53GHz,1004
Intel Core2 Duo E7300 @ 2.66GHz,993
Intel Core2 Duo E7400 @ 2.80GHz,1052
Intel Core2 Duo E7500 @ 2.93GHz,1161
Intel Core2 Duo E7600 @ 3.06GHz,1144
Intel Core2 Duo E8135 @ 2.40GHz,998
Intel Core2 Duo E8135 @ 2.66GHz,946
Intel Core2 Duo E8200 @ 2.66GHz,1138
Intel Core2 Duo E8235 @ 2.80GHz,1020
Intel Core2 Duo E8290 @ 2.83GHz,1408
Intel Core2 Duo E8300 @ 2.83GHz,1057
Intel Core2 Duo E8335 @ 2.66GHz,1082
Intel Core2 Duo E8335 @ 2.93GHz,1079
Intel Core2 Duo E8400 @ 3.00GHz,1221
Intel Core2 Duo E8435 @ 3.06GHz,1104
Intel Core2 Duo E8500 @ 3.16GHz,1302
Intel Core2 Duo E8600 @ 3.33GHz,1378
Intel Core2 Duo E8700 @ 3.50GHz,1302
Intel Core2 Duo L7100 @ 1.20GHz,467
Intel Core2 Duo L7200 @ 1.33GHz,380
Intel Core2 Duo L7300 @ 1.40GHz,536
Intel Core2 Duo L7400 @ 1.50GHz,516
Intel Core2 Duo L7500 @ 1.60GHz,666
Intel Core2 Duo L7700 @ 1.80GHz,677
Intel Core2 Duo L7800 @ 2.00GHz,680
Intel Core2 Duo L9300 @ 1.60GHz,690
Intel Core2 Duo L9600 @ 2.13GHz,788
Intel Core2 Duo P7350 @ 2.00GHz,732
Intel Core2 Duo P7370 @ 2.00GHz,790
Intel Core2 Duo P7450 @ 2.13GHz,807
Intel Core2 Duo P7500 @ 1.60GHz,576
Intel Core2 Duo P7550 @ 2.26GHz,798
Intel Core2 Duo P7570 @ 2.26GHz,888
Intel Core2 Duo P7700 @ 1.80GHz,622
Intel Core2 Duo P8400 @ 2.26GHz,868
Intel Core2 Duo P8600 @ 2.40GHz,861
Intel Core2 Duo P8700 @ 2.53GHz,970
Intel Core2 Duo P8800 @ 2.66GHz,929
Intel Core2 Duo P9300 @ 2.26GHz,983
Intel Core2 Duo P9500 @ 2.53GHz,1007
Intel Core2 Duo P9600 @ 2.53GHz,1040
Intel Core2 Duo P9600 @ 2.66GHz,1103
Intel Core2 Duo P9700 @ 2.80GHz,1181
Intel Core2 Duo Q6867 @ 3.00GHz,359
Intel Core2 Duo SL9400 @ 1.86GHz,721
Intel Core2 Duo SP9400 @ 2.40GHz,887
Intel Core2 Duo SU9400 @ 1.40GHz,536
Intel Core2 Duo T5200 @ 1.60GHz,470
Intel Core2 Duo T5250 @ 1.50GHz,557
Intel Core2 Duo T5270 @ 1.40GHz,449
Intel Core2 Duo T5300 @ 1.73GHz,530
Intel Core2 Duo T5450 @ 1.66GHz,584
Intel Core2 Duo T5470 @ 1.60GHz,606
Intel Core2 Duo T5500 @ 1.66GHz,576
Intel Core2 Duo T5550 @ 1.83GHz,625
Intel Core2 Duo T5600 @ 1.83GHz,677
Intel Core2 Duo T5670 @ 1.80GHz,633
Intel Core2 Duo T5750 @ 2.00GHz,708
Intel Core2 Duo T5800 @ 2.00GHz,642
Intel Core2 Duo T5850 @ 2.16GHz,721
Intel Core2 Duo T5870 @ 2.00GHz,706
Intel Core2 Duo T5900 @ 2.20GHz,677
Intel Core2 Duo T6400 @ 2.00GHz,743
Intel Core2 Duo T6500 @ 2.10GHz,762
Intel Core2 Duo T6570 @ 2.10GHz,774
Intel Core2 Duo T6600 @ 2.20GHz,808
Intel Core2 Duo T6670 @ 2.20GHz,841
Intel Core2 Duo T7100 @ 1.80GHz,598
Intel Core2 Duo T7200 @ 2.00GHz,742
Intel Core2 Duo T7250 @ 2.00GHz,701
Intel Core2 Duo T7300 @ 2.00GHz,705
Intel Core2 Duo T7400 @ 2.16GHz,755
Intel Core2 Duo T7500 @ 2.20GHz,829
Intel Core2 Duo T7600 @ 2.33GHz,800
Intel Core2 Duo T7700 @ 2.40GHz,944
Intel Core2 Duo T7800 @ 2.60GHz,909
Intel Core2 Duo T8100 @ 2.10GHz,789
Intel Core2 Duo T8300 @ 2.40GHz,900
Intel Core2 Duo T9300 @ 2.50GHz,981
Intel Core2 Duo T9400 @ 2.53GHz,1008
Intel Core2 Duo T9500 @ 2.60GHz,1027
Intel Core2 Duo T9550 @ 2.66GHz,989
Intel Core2 Duo T9600 @ 2.80GHz,1094
Intel Core2 Duo T9800 @ 2.93GHz,1189
Intel Core2 Duo T9900 @ 3.06GHz,1208
Intel Core2 Duo U7300 @ 1.30GHz,536
Intel Core2 Duo U7500 @ 1.06GHz,408
Intel Core2 Duo U7600 @ 1.20GHz,347
Intel Core2 Duo U7700 @ 1.33GHz,420
Intel Core2 Duo U9300 @ 1.20GHz,460
Intel Core2 Duo U9600 @ 1.60GHz,595
Intel Core2 Duo X7360 @ 2.53GHz,1010
Intel Core2 Extreme Q6800 @ 2.93GHz,2292
Intel Core2 Extreme Q6850 @ 3.00GHz,2241
Intel Core2 Extreme Q9200 @ 2.40GHz,2011
Intel Core2 Extreme Q9300 @ 2.53GHz,1940
Intel Core2 Extreme X6800 @ 2.93GHz,1118
Intel Core2 Extreme X7800 @ 2.60GHz,1138
Intel Core2 Extreme X7850 @ 2.80GHz,899
Intel Core2 Extreme X7900 @ 2.80GHz,1123
Intel Core2 Extreme X9000 @ 2.80GHz,1108
Intel Core2 Extreme X9100 @ 3.06GHz,1203
Intel Core2 Extreme X9650 @ 3.00GHz,2434
Intel Core2 Extreme X9750 @ 3.16GHz,2668
Intel Core2 Extreme X9770 @ 3.20GHz,2701
Intel Core2 Extreme X9775 @ 3.20GHz,2780
Intel Core2 Quad Q6600 @ 2.40GHz,1844
Intel Core2 Quad Q6700 @ 2.66GHz,2095
Intel Core2 Quad Q8200 @ 2.33GHz,1813
Intel Core2 Quad Q8300 @ 2.50GHz,1917
Intel Core2 Quad Q8400 @ 2.66GHz,2083
Intel Core2 Quad Q9000 @ 2.00GHz,1597
Intel Core2 Quad Q9100 @ 2.26GHz,1806
Intel Core2 Quad Q9300 @ 2.50GHz,2015
Intel Core2 Quad Q9400 @ 2.66GHz,2161
Intel Core2 Quad Q9450 @ 2.66GHz,2203
Intel Core2 Quad Q9500 @ 2.83GHz,2245
Intel Core2 Quad Q9505 @ 2.83GHz,2154
Intel Core2 Quad Q9550 @ 2.83GHz,2375
Intel Core2 Quad Q9650 @ 3.00GHz,2519
Intel Core2 Quad Q9705 @ 3.16GHz,2324
Intel Core2 Solo U2100 @ 1.06GHz,233
Intel Core2 Solo U2200 @ 1.20GHz,203
Intel Core2 Solo U3300 @ 1.20GHz,245
Intel Core2 Solo U3500 @ 1.40GHz,272
Intel CoreT i5-1350P,19429
Intel CoreTM Ultra 5 115U,12771
Intel E3000 @ 3.40GHz,1629
Intel N100,5340
Intel N150,5388
Intel N200,4605
Intel N250,4875
Intel N50,2609
Intel N95,5297
Intel N97,5841
Intel Pentium 1403 @ 2.60GHz,1851
Intel Pentium 1403 v2 @ 2.60GHz,2284
Intel Pentium 2020M @ 2.40GHz,1412
Intel Pentium 2030M @ 2.50GHz,1436
Intel Pentium 2117U @ 1.80GHz,1014
Intel Pentium 2127U @ 1.90GHz,1039
Intel Pentium 2129Y @ 1.10GHz,587
Intel Pentium 3550M @ 2.30GHz,1339
Intel Pentium 3556U @ 1.70GHz,1061
Intel Pentium 3558U @ 1.70GHz,1048
Intel Pentium 3560M @ 2.40GHz,1436
Intel Pentium 3560Y @ 1.20GHz,887
Intel Pentium 3805U @ 1.90GHz,1197
Intel Pentium 3825U @ 1.90GHz,1402
Intel Pentium 4 1.40GHz,107
Intel Pentium 4 1.50GHz,86
Intel Pentium 4 1.60GHz,84
Intel Pentium 4 1.70GHz,86
Intel Pentium 4 1.80GHz,115
Intel Pentium 4 1.90GHz,104
Intel Pentium 4 1300MHz,77
Intel Pentium 4 1400MHz,83
Intel Pentium 4 1500MHz,81
Intel Pentium 4 1600MHz,125
Intel Pentium 4 1700MHz,100
Intel Pentium 4 1800MHz,114
Intel Pentium 4 2.00GHz,133
Intel Pentium 4 2.20GHz,157
Intel Pentium 4 2.26GHz,151
Intel Pentium 4 2.40GHz,131
Intel Pentium 4 2.50GHz,160
Intel Pentium 4 2.53GHz,162
Intel Pentium 4 2.60GHz,223
Intel Pentium 4 2.66GHz,157
Intel Pentium 4 2.80GHz,240
Intel Pentium 4 2.93GHz,150
Intel Pentium 4 3.00GHz,317
Intel Pentium 4 3.06GHz,264
Intel Pentium 4 3.20GHz,332
Intel Pentium 4 3.40GHz,300
Intel Pentium 4 3.46GHz,295
Intel Pentium 4 3.60GHz,315
Intel Pentium 4 3.73GHz,385
Intel Pentium 4 3.80GHz,384
Intel Pentium 4 3.83GHz,154
Intel Pentium 4 4.00GHz,145
Intel Pentium 4 Mobile 1.40GHz,97
Intel Pentium 4 Mobile 1.50GHz,129
Intel Pentium 4 Mobile 1.60GHz,116
Intel Pentium 4 Mobile 1.70GHz,136
Intel Pentium 4 Mobile 1.80GHz,114
Intel Pentium 4 Mobile 1.90GHz,136
Intel Pentium 4 Mobile 2.00GHz,132
Intel Pentium 4405U @ 2.10GHz,2124
Intel Pentium 4405Y @ 1.50GHz,1429
Intel Pentium 4410Y @ 1.50GHz,1441
Intel Pentium 4415U @ 2.30GHz,2254
Intel Pentium 4415Y @ 1.60GHz,1580
Intel Pentium 4417U @ 2.30GHz,2255
Intel Pentium 4425Y @ 1.70GHz,1700
Intel Pentium 5 2.66GHz,459
Intel Pentium 5405U @ 2.30GHz,2236
Intel Pentium 6405U @ 2.40GHz,2355
Intel Pentium 6805 @ 1.10GHz,4424
Intel Pentium 957 @ 1.20GHz,622
Intel Pentium 967 @ 1.30GHz,643
Intel Pentium 977 @ 1.40GHz,652
Intel Pentium 987 @ 1.50GHz,697
Intel Pentium 997 @ 1.60GHz,833
Intel Pentium A1018 @ 2.10GHz,1171
Intel Pentium A1020 @ 2.41GHz,1167
Intel Pentium B940 @ 2.00GHz,895
Intel Pentium B950 @ 2.10GHz,1024
Intel Pentium B960 @ 2.20GHz,1026
Intel Pentium B970 @ 2.30GHz,1102
Intel Pentium B980 @ 2.40GHz,1093
Intel Pentium D 3.40GHz,782
Intel Pentium D 805 @ 2.66GHz,374
Intel Pentium D 830 @ 3.00GHz,579
Intel Pentium D 915 @ 2.80GHz,468
Intel Pentium D 940 @ 3.20GHz,585
Intel Pentium D 950 @ 3.40GHz,704
Intel Pentium D 960 @ 3.60GHz,822
Intel Pentium D1508 @ 2.20GHz,3240
Intel Pentium Dual T2390 @ 1.86GHz,745
Intel Pentium E2140 @ 1.60GHz,533
Intel Pentium E2160 @ 1.80GHz,663
Intel Pentium E2180 @ 2.00GHz,693
Intel Pentium E2200 @ 2.20GHz,739
Intel Pentium E2210 @ 2.20GHz,702
Intel Pentium E2220 @ 2.40GHz,857
Intel Pentium E5200 @ 2.50GHz,941
Intel Pentium E5300 @ 2.60GHz,942
Intel Pentium E5400 @ 2.70GHz,1014
Intel Pentium E5500 @ 2.80GHz,1070
Intel Pentium E5700 @ 3.00GHz,1100
Intel Pentium E5800 @ 3.20GHz,1196
Intel Pentium E6300 @ 2.80GHz,1032
Intel Pentium E6500 @ 2.93GHz,1139
Intel Pentium E6600 @ 3.06GHz,1206
Intel Pentium E6700 @ 3.20GHz,1200
Intel Pentium E6800 @ 3.33GHz,1155
Intel Pentium Extreme Edition 955 @ 3.46GHz,469
Intel Pentium Extreme Edition 965 @ 3.73GHz,987
Intel Pentium G2010 @ 2.80GHz,1629
Intel Pentium G2020 @ 2.90GHz,1704
Intel Pentium G2020T @ 2.50GHz,1437
Intel Pentium G2030 @ 3.00GHz,1767
Intel Pentium G2030T @ 2.60GHz,1597
Intel Pentium G2100T @ 2.60GHz,1691
Intel Pentium G2120 @ 3.10GHz,1879
Intel Pentium G2120T @ 2.70GHz,1613
Intel Pentium G2130 @ 3.20GHz,1918
Intel Pentium G2140 @ 3.30GHz,2095
Intel Pentium G3220 @ 3.00GHz,1888
Intel Pentium G3220T @ 2.60GHz,1652
Intel Pentium G3240 @ 3.10GHz,1939
Intel Pentium G3240T @ 2.70GHz,1693
Intel Pentium G3250 @ 3.20GHz,2012
Intel Pentium G3250T @ 2.80GHz,1818
Intel Pentium G3258 @ 3.20GHz,2063
Intel Pentium G3260 @ 3.30GHz,2097
Intel Pentium G3260T @ 2.90GHz,1876
Intel Pentium G3320TE @ 2.30GHz,1570
Intel Pentium G3420 @ 3.20GHz,2026
Intel Pentium G3420T @ 2.70GHz,1912
Intel Pentium G3430 @ 3.30GHz,2127
Intel Pentium G3440 @ 3.30GHz,2202
Intel Pentium G3440T @ 2.80GHz,2107
Intel Pentium G3450 @ 3.40GHz,2191
Intel Pentium G3450T @ 2.90GHz,1904
Intel Pentium G3460 @ 3.50GHz,2127
Intel Pentium G3460T @ 3.00GHz,2036
Intel Pentium G3470 @ 3.60GHz,2448
Intel Pentium G4400 @ 3.30GHz,2565
Intel Pentium G4400T @ 2.90GHz,2328
Intel Pentium G4400TE @ 2.40GHz,2190
Intel Pentium G4500 @ 3.50GHz,2809
Intel Pentium G4500T @ 3.00GHz,2399
Intel Pentium G4520 @ 3.60GHz,2670
Intel Pentium G4560 @ 3.50GHz,3535
Intel Pentium G4560T @ 2.90GHz,2994
Intel Pentium G4600 @ 3.60GHz,3629
Intel Pentium G4600T @ 3.00GHz,3062
Intel Pentium G4620 @ 3.70GHz,3778
Intel Pentium G620 @ 2.60GHz,1240
Intel Pentium G620T @ 2.20GHz,896
Intel Pentium G630 @ 2.70GHz,1356
Intel Pentium G630T @ 2.30GHz,1075
Intel Pentium G640 @ 2.80GHz,1359
Intel Pentium G640T @ 2.40GHz,1139
Intel Pentium G645 @ 2.90GHz,1468
Intel Pentium G645T @ 2.50GHz,1238
Intel Pentium G6950 @ 2.80GHz,1252
Intel Pentium G6951 @ 2.80GHz,1264
Intel Pentium G6952 @ 2.80GHz,995
Intel Pentium G6960 @ 2.93GHz,1433
Intel Pentium G840 @ 2.80GHz,1318
Intel Pentium G850 @ 2.90GHz,1497
Intel Pentium G860 @ 3.00GHz,1489
Intel Pentium G870 @ 3.10GHz,1381
Intel Pentium GOLD 6500Y @ 1.10GHz,2921
Intel Pentium Gold 7505 @ 2.00GHz,5173
Intel Pentium Gold 8500,5949
Intel Pentium Gold 8505,9043
Intel Pentium Gold G5400 @ 3.70GHz,3733
Intel Pentium Gold G5400T @ 3.10GHz,3163
Intel Pentium Gold G5420 @ 3.80GHz,3725
Intel Pentium Gold G5420T @ 3.20GHz,3370
Intel Pentium Gold G5500 @ 3.80GHz,3854
Intel Pentium Gold G5500T @ 3.20GHz,3256
Intel Pentium Gold G5600 @ 3.90GHz,3856
Intel Pentium Gold G5600F @ 3.90GHz,4060
Intel Pentium Gold G5600T @ 3.30GHz,3496
Intel Pentium Gold G5620 @ 4.00GHz,4251
Intel Pentium Gold G6400 @ 4.00GHz,4092
Intel Pentium Gold G6400E @ 3.80GHz,3908
Intel Pentium Gold G6400T @ 3.40GHz,3552
Intel Pentium Gold G6405 @ 4.10GHz,3843
Intel Pentium Gold G6405T @ 3.50GHz,3128
Intel Pentium Gold G6500 @ 4.10GHz,4185
Intel Pentium Gold G6500T @ 3.50GHz,3764
Intel Pentium Gold G6505 @ 4.20GHz,4371
Intel Pentium Gold G6505T @ 3.60GHz,3698
Intel Pentium Gold G6600 @ 4.20GHz,4223
Intel Pentium Gold G6605 @ 4.30GHz,4488
Intel Pentium Gold G7400,6711
Intel Pentium Gold G7400E,6200
Intel Pentium Gold G7400T,5274
Intel Pentium Gold G7400TE,5715
Intel Pentium III 1133 @ 1133MHz,185
Intel Pentium III 1200 @ 1200MHz,181
Intel Pentium III 1266S @ 1266MHz,201
Intel Pentium III 1400 @ 1400MHz,193
Intel Pentium III 1400S @ 1400MHz,194
Intel Pentium III 933S @ 933MHz,155
Intel Pentium III Mobile 1000MHz,160
Intel Pentium III Mobile 1066MHz,160
Intel Pentium III Mobile 1133MHz,164
Intel Pentium III Mobile 1200MHz,156
Intel Pentium III Mobile 750MHz,67
Intel Pentium III Mobile 800MHz,119
Intel Pentium III Mobile 866MHz,99
Intel Pentium III Mobile 933MHz,142
Intel Pentium J2850 @ 2.41GHz,1016
Intel Pentium J2900 @ 2.41GHz,1252
Intel Pentium J3710 @ 1.60GHz,1418
Intel Pentium J4205 @ 1.50GHz,2283
Intel Pentium J6426 @ 2.00GHz,4036
Intel Pentium M 1.10GHz,184
Intel Pentium M 1.20GHz,199
Intel Pentium M 1.30GHz,196
Intel Pentium M 1.40GHz,225
Intel Pentium M 1.50GHz,240
Intel Pentium M 1.60GHz,194
Intel Pentium M 1.70GHz,239
Intel Pentium M 1.73GHz,205
Intel Pentium M 1.80GHz,280
Intel Pentium M 1.86GHz,222
Intel Pentium M 1000MHz,156
Intel Pentium M 1100MHz,168
Intel Pentium M 1200MHz,155
Intel Pentium M 1300MHz,197
Intel Pentium M 1400MHz,208
Intel Pentium M 1500MHz,188
Intel Pentium M 1600MHz,193
Intel Pentium M 1700MHz,237
Intel Pentium M 2.00GHz,270
Intel Pentium M 2.10GHz,292
Intel Pentium M 2.13GHz,234
Intel Pentium M 2.26GHz,227
Intel Pentium M 756 @ 1.66GHz,260
Intel Pentium M 900MHz,141
Intel Pentium N3510 @ 1.99GHz,942
Intel Pentium N3520 @ 2.16GHz,1144
Intel Pentium N3530 @ 2.16GHz,1149
Intel Pentium N3540 @ 2.16GHz,1202
Intel Pentium N3700 @ 1.60GHz,1251
Intel Pentium N3710 @ 1.60GHz,1383
Intel Pentium N4200 @ 1.10GHz,2157
Intel Pentium N6415 @ 1.20GHz,2837
Intel Pentium P6000 @ 1.87GHz,835
Intel Pentium P6100 @ 2.00GHz,881
Intel Pentium P6200 @ 2.13GHz,938
Intel Pentium P6300 @ 2.27GHz,967
Intel Pentium Silver A1030 @ 2.00GHz,1380
Intel Pentium Silver J5005 @ 1.50GHz,3124
Intel Pentium Silver J5040 @ 2.00GHz,3251
Intel Pentium Silver N5000 @ 1.10GHz,2591
Intel Pentium Silver N5020 @ 1.10GHz,3404
Intel Pentium Silver N5030 @ 1.10GHz,2534
Intel Pentium Silver N6000 @ 1.10GHz,2934
Intel Pentium Silver N6005 @ 2.00GHz,5242
Intel Pentium SU2700 @ 1.30GHz,252
Intel Pentium SU4100 @ 1.30GHz,506
Intel Pentium T1080 @ 1.73GHz,417
Intel Pentium T2060 @ 1.60GHz,330
Intel Pentium T2080 @ 1.73GHz,341
Intel Pentium T2130 @ 1.86GHz,382
Intel Pentium T2310 @ 1.46GHz,542
Intel Pentium T2330 @ 1.60GHz,533
Intel Pentium T2370 @ 1.73GHz,557
Intel Pentium T2390 @ 1.86GHz,543
Intel Pentium T2410 @ 2.00GHz,566
Intel Pentium T3200 @ 2.00GHz,672
Intel Pentium T3400 @ 2.16GHz,664
Intel Pentium T4200 @ 2.00GHz,730
Intel Pentium T4300 @ 2.10GHz,780
Intel Pentium T4400 @ 2.20GHz,793
Intel Pentium T4500 @ 2.30GHz,849
Intel Pentium U5400 @ 1.20GHz,535
Intel Pentium U5600 @ 1.33GHz,624
Intel T1200 @ 1.50GHz,234
Intel T1400 @ 1.73GHz,548
Intel T1500 @ 1.86GHz,548
Intel T2050 @ 2.00GHz,516
Intel U300,8704
Intel U300E,8426
Intel U300L,7823
Intel U4100 @ 1.30GHz,610
Intel Ultra 5 115U,12381
Intel Xeon 1500MHz,126
Intel Xeon 2.00GHz,152
Intel XEON 2.20GHz,164
Intel Xeon 2.40GHz,180
Intel Xeon 2.66GHz,283
Intel Xeon 2.80GHz,260
Intel Xeon 3.00GHz,425
Intel Xeon 3.06GHz,320
Intel Xeon 3.20GHz,478
Intel Xeon 3.40GHz,389
Intel Xeon 3.60GHz,403
Intel Xeon 3.73GHz,917
Intel Xeon 3.80GHz,393
Intel Xeon 3040 @ 1.86GHz,790
Intel Xeon 3050 @ 2.13GHz,818
Intel Xeon 3060 @ 2.40GHz,983
Intel Xeon 3065 @ 2.33GHz,913
Intel Xeon 3070 @ 2.66GHz,1025
Intel Xeon 3075 @ 2.66GHz,1112
Intel Xeon 3085 @ 3.00GHz,1070
Intel Xeon 5110 @ 1.60GHz,405
Intel Xeon 5120 @ 1.86GHz,763
Intel Xeon 5130 @ 2.00GHz,734
Intel Xeon 5133 @ 2.20GHz,887
Intel Xeon 5140 @ 2.33GHz,857
Intel Xeon 5148 @ 2.33GHz,747
Intel Xeon 5150 @ 2.66GHz,880
Intel Xeon 5160 @ 3.00GHz,963
Intel Xeon 6315P,11721
Intel Xeon 6325P,16346
Intel Xeon 6333P,18288
Intel Xeon 6337P,21602
Intel Xeon 6349P,25953
Intel Xeon 6353P,25951
Intel Xeon 6357P,30401
Intel Xeon 6369P,30315
Intel Xeon 6505P,39341
Intel Xeon 6507P,31233
Intel Xeon 6511P,45687
Intel Xeon 6515P,41357
Intel Xeon 6517P,49546
Intel Xeon 6520P,64010
Intel Xeon 6521P,64761
Intel Xeon 654,61351
Intel Xeon 658X,68239
Intel Xeon 6710E,61775
Intel Xeon 6724P,50959
Intel Xeon 6730P,74113
Intel Xeon 6732P,74849
Intel Xeon 6736P,50072
Intel Xeon 6737P,79634
Intel Xeon 6740E,76167
Intel Xeon 6740P,90684
Intel Xeon 6741P,100660
Intel Xeon 6745P,84210
Intel Xeon 6747P,101685
Intel Xeon 674X,84536
Intel Xeon 676X,90312
Intel Xeon 6780E,86734
Intel Xeon 6781P,117946
Intel Xeon 678X,92125
Intel Xeon 6960P,130659
Intel Xeon 696X,100042
Intel Xeon 6973P-C,4119
Intel Xeon 6975P-C,28252
Intel Xeon @ 2.00GHz,7363
Intel Xeon @ 2.20GHz,1324
Intel Xeon Bronze 3104 @ 1.70GHz,4367
Intel Xeon Bronze 3106 @ 1.70GHz,5791
Intel Xeon Bronze 3204 @ 1.90GHz,4722
Intel Xeon Bronze 3206R @ 1.90GHz,6777
Intel Xeon Bronze 3408U,9969
Intel Xeon Bronze 3508U,11248
Intel Xeon D-1513N @ 1.60GHz,4344
Intel Xeon D-1518 @ 2.20GHz,4562
Intel Xeon D-1520 @ 2.20GHz,4917
Intel Xeon D-1521 @ 2.40GHz,5669
Intel Xeon D-1527 @ 2.20GHz,4914
Intel Xeon D-1528 @ 1.90GHz,6823
Intel Xeon D-1531 @ 2.20GHz,7668
Intel Xeon D-1537 @ 1.70GHz,7444
Intel Xeon D-1539 @ 1.60GHz,7572
Intel Xeon D-1540 @ 2.00GHz,10037
Intel Xeon D-1541 @ 2.10GHz,9957
Intel Xeon D-1548 @ 2.00GHz,9075
Intel Xeon D-1557 @ 1.50GHz,9285
Intel Xeon D-1559 @ 1.50GHz,8015
Intel Xeon D-1567 @ 2.10GHz,10447
Intel Xeon D-1577 @ 1.30GHz,11645
Intel Xeon D-1581 @ 1.80GHz,13173
Intel Xeon D-1587 @ 1.70GHz,13630
Intel Xeon D-1602 @ 2.50GHz,2459
Intel Xeon D-1622 @ 2.60GHz,6205
Intel Xeon D-1712TR @ 2.00GHz,8155
Intel Xeon D-1715TER @ 2.40GHz,9104
Intel Xeon D-1718T @ 2.60GHz,9729
Intel Xeon D-1726 @ 2.90GHz,15511
Intel Xeon D-1732TE @ 1.90GHz,14179
Intel Xeon D-1733NT @ 2.00GHz,14849
Intel Xeon D-1736NT @ 2.70GHz,17826
Intel Xeon D-1746TER @ 2.00GHz,15660
Intel Xeon D-1747NTE @ 2.50GHz,20279
Intel Xeon D-1813NT @ 2.20GHz,7732
Intel Xeon D-1823NT @ 2.80GHz,13673
Intel Xeon D-1848TER @ 2.00GHz,16952
Intel Xeon D-2123IT @ 2.20GHz,6689
Intel Xeon D-2141I @ 2.20GHz,11886
